source_city,destination_city,distance,travel_mode,season,num_days,hotel_type,activity_level,food_preference,group_size,travel_cost,stay_cost,food_cost,activity_cost,total_cost,per_person_cost
Hyderabad,Goa,1028,flight,summer,8,5-star,low,luxury,4,4996,102976,18324,1972,115441,28860
Hyderabad,Andaman,2243,car,monsoon,4,budget,low,luxury,7,14272,3526,8285,826,24218,3460
Ahmedabad,Udaipur,1043,train,summer,10,4-star,high,luxury,7,1646,59788,24955,19979,95731,13676
Ahmedabad,Rishikesh,1305,train,monsoon,4,3-star,moderate,luxury,7,1389,8615,9579,3850,21090,3013
Chennai,Ladakh,3485,car,autumn,6,5-star,moderate,luxury,1,22245,76653,14750,5146,118793,118793
Bangalore,Jaisalmer,1909,train,monsoon,10,hostel,low,mixed,4,1701,5049,10154,2725,17666,4417
Delhi,Manali,443,flight,monsoon,14,4-star,moderate,budget,7,2627,68235,6907,13867,82471,11782
Pune,Jaisalmer,1325,train,summer,5,budget,low,luxury,5,1887,8084,11081,1130,19965,3993
Pune,Rishikesh,1218,flight,monsoon,10,3-star,moderate,mixed,7,4398,24368,10393,8781,43146,6164
Hyderabad,Ladakh,2240,car,winter,11,hostel,moderate,mixed,4,21357,10217,10600,11114,47959,11990
Delhi,Manali,572,bus,summer,12,hostel,moderate,mixed,2,807,9492,10556,9853,30709,15355
Bangalore,Darjeeling,2282,train,autumn,6,budget,high,budget,6,2824,8297,2870,11990,23382,3897
Chennai,Kerala,633,car,winter,12,hostel,low,mixed,2,5866,8775,13445,2997,31082,15541
Pune,Andaman,2237,train,summer,14,4-star,moderate,budget,5,4024,103993,6739,10781,112984,22597
Chennai,Andaman,1380,bus,summer,13,4-star,low,mixed,4,1914,100249,12513,3144,106038,26510
Delhi,Ladakh,1046,car,summer,14,4-star,moderate,luxury,5,8371,87513,34393,14368,130181,26036
Kolkata,Varanasi,642,train,winter,3,5-star,high,mixed,7,1040,41652,3328,6351,47134,6733
Bangalore,Munnar,451,car,autumn,5,3-star,high,budget,6,2939,15951,2758,11030,29410,4902
Bangalore,Kerala,686,car,autumn,10,3-star,moderate,budget,1,4691,30243,4736,10000,49671,49671
Kolkata,Agra,1255,train,summer,11,hostel,low,mixed,1,2085,7435,9424,2696,21640,21640
Chandigarh,Ooty,1296,bus,winter,11,hostel,high,budget,7,2020,8079,5996,24071,36149,5164
Chandigarh,Shimla,1437,car,monsoon,12,5-star,high,budget,2,8275,119408,5940,24355,157978,78989
Bangalore,Udaipur,1575,car,summer,3,3-star,moderate,budget,6,11943,9050,1507,2531,22529,3755
Kolkata,Manali,1997,flight,summer,14,5-star,high,budget,3,8031,220257,6491,25072,259851,86617
Chennai,Agra,1761,train,winter,8,4-star,high,mixed,2,3449,53472,7574,16289,80783,40392
Mumbai,Agra,1204,flight,winter,3,5-star,moderate,mixed,4,6794,40199,3066,2588,47382,11846
Ahmedabad,Andaman,2164,bus,summer,12,budget,low,budget,2,3071,19628,5470,2786,30956,15478
Pune,Munnar,1524,flight,summer,2,budget,low,budget,3,6794,2850,1111,465,11220,3740
Hyderabad,Udaipur,1044,bus,autumn,5,budget,moderate,luxury,5,1162,5903,10044,4907,19814,3963
Ahmedabad,Goa,1077,car,winter,11,5-star,moderate,mixed,1,11673,163140,10489,10883,196184,196184
Chennai,Manali,2867,train,autumn,13,budget,moderate,mixed,6,4139,15125,14730,11235,40706,6784
Pune,Udaipur,1083,bus,winter,11,hostel,high,luxury,1,1518,8554,24029,22534,56635,56635
Ahmedabad,Rishikesh,1398,car,winter,2,5-star,low,budget,1,13326,27582,1144,538,42590,42590
Pune,Rishikesh,1313,bus,winter,6,4-star,low,mixed,2,2048,49635,6769,1463,59916,29958
Kolkata,Munnar,2669,flight,winter,11,5-star,high,budget,2,13133,186355,5288,21585,226361,113181
Mumbai,Ladakh,2571,flight,autumn,10,4-star,moderate,budget,5,10410,56375,4970,9194,72854,14571
Delhi,Manali,551,train,winter,14,budget,high,budget,3,1092,21280,6678,25563,54612,18204
Ahmedabad,Andaman,2288,flight,winter,3,5-star,moderate,mixed,2,10536,52700,3156,2329,68721,34361
Hyderabad,Munnar,1459,bus,summer,13,budget,low,budget,2,1834,22092,7161,3251,34338,17169
Ahmedabad,Shimla,1490,car,winter,14,budget,high,mixed,7,12494,24723,12332,25561,67599,9657
Ahmedabad,Ladakh,2162,bus,winter,6,3-star,high,budget,4,3391,20443,2890,11721,34601,8650
Hyderabad,Udaipur,1006,flight,summer,4,5-star,low,mixed,6,6032,61289,3959,962,65017,10836
Bangalore,Goa,614,bus,winter,12,4-star,low,mixed,1,981,78769,13604,2922,96276,96276
Ahmedabad,Goa,1016,flight,winter,10,budget,low,mixed,3,5015,16012,11107,2260,34394,11465
Bangalore,Jaipur,1968,train,monsoon,3,5-star,moderate,luxury,7,2310,28321,5875,2681,35268,5038
Bangalore,Andaman,2267,bus,summer,4,3-star,low,luxury,4,2815,15663,9055,943,25628,6407
Hyderabad,Udaipur,1097,train,autumn,6,budget,low,mixed,2,1355,6984,5214,1531,15084,7542
Ahmedabad,Jaisalmer,1240,flight,monsoon,8,5-star,low,budget,5,3842,72326,3818,1779,73589,14718
Pune,Varanasi,1096,bus,monsoon,8,3-star,high,mixed,2,969,17495,8698,18565,45727,22863
Kolkata,Manali,1800,car,winter,7,5-star,moderate,mixed,6,20054,107777,6593,7223,127482,21247
Chandigarh,Shimla,1333,train,autumn,3,budget,moderate,budget,4,1863,4125,1614,2796,9358,2339
Lucknow,Kerala,1562,car,monsoon,3,hostel,low,budget,3,8566,1653,1622,737,12578,4193
Bangalore,Ooty,192,car,autumn,9,hostel,moderate,luxury,6,1306,5691,20262,7479,31264,5211
Delhi,Munnar,2893,flight,autumn,3,4-star,low,luxury,6,10966,17883,6767,726,32708,5451
Pune,Goa,1057,train,winter,10,3-star,low,luxury,1,1686,41117,21494,2130,66427,66427
Chennai,Goa,865,train,summer,13,3-star,low,budget,4,1372,51772,6147,3255,56291,14073
Pune,Ooty,1226,train,monsoon,11,hostel,low,mixed,2,1243,5462,10206,2543,19454,9727
Hyderabad,Ooty,1379,car,autumn,5,4-star,high,budget,5,10933,28547,2376,11792,48284,9657
Pune,Manali,1461,car,summer,10,4-star,low,budget,7,12366,59073,5620,2093,71237,10177
Hyderabad,Rishikesh,1342,flight,summer,9,hostel,high,luxury,6,6653,6396,17038,20817,45814,7636
Kolkata,Jaisalmer,2047,flight,monsoon,13,budget,moderate,luxury,7,6308,13091,27978,13267,54579,7797
Bangalore,Andaman,2309,car,summer,4,hostel,low,luxury,7,20066,2898,7951,946,28674,4096
Ahmedabad,Manali,1445,bus,summer,5,5-star,moderate,budget,3,1859,76568,2669,4462,85559,28520
Ahmedabad,Munnar,1507,bus,summer,4,hostel,low,budget,4,2152,2557,2260,1091,7254,1813
Pune,Ladakh,2149,train,summer,6,budget,moderate,mixed,5,3969,9290,6718,5680,23092,4618
Pune,Munnar,1485,train,winter,13,4-star,moderate,budget,2,2664,114964,6120,10891,134639,67319
Lucknow,Andaman,2240,car,monsoon,10,3-star,low,mixed,3,11069,22792,8791,2452,45103,15034
Lucknow,Shimla,1476,flight,autumn,13,hostel,low,budget,2,4837,7326,5670,3423,21256,10628
Lucknow,Jaisalmer,1357,train,monsoon,12,4-star,high,budget,7,1432,54342,5101,23372,75823,10832
Mumbai,Munnar,1577,train,winter,14,hostel,moderate,budget,6,2619,11949,7880,11943,30952,5159
Mumbai,Rishikesh,1686,train,monsoon,10,hostel,moderate,budget,6,1771,5206,5096,8296,18332,3055
Delhi,Manali,578,bus,autumn,11,budget,moderate,budget,5,623,13939,4695,10734,26992,5398
Kolkata,Darjeeling,637,bus,monsoon,7,budget,high,luxury,1,474,6030,15312,13746,35562,35562
Ahmedabad,Udaipur,1099,car,summer,5,3-star,moderate,mixed,2,9129,18823,4808,5160,37919,18960
Chennai,Kerala,742,train,winter,12,budget,moderate,luxury,2,1183,20405,29643,9201,60432,30216
Delhi,Goa,1844,bus,summer,3,3-star,low,budget,6,2027,9487,1440,819,12396,2066
Chennai,Rishikesh,2510,flight,autumn,7,5-star,moderate,luxury,6,9126,72525,15830,6092,93216,15536
Chennai,Jaisalmer,2152,train,summer,3,5-star,moderate,budget,4,3339,36689,1542,2767,39903,9976
Delhi,Munnar,2872,bus,autumn,12,budget,low,luxury,7,2860,14551,23548,2591,39196,5599
Mumbai,Rishikesh,1777,train,summer,10,budget,moderate,luxury,5,3311,14295,23353,9425,45346,9069
Delhi,Jaisalmer,859,car,autumn,5,hostel,low,luxury,4,6229,3494,9813,1040,18519,4630
Bangalore,Kerala,509,bus,summer,2,budget,low,budget,2,716,3223,1131,436,5506,2753
Hyderabad,Goa,1054,train,summer,4,4-star,low,budget,4,1469,25519,2249,1008,27222,6805
Mumbai,Goa,573,flight,monsoon,7,budget,low,mixed,7,3566,6554,6979,1632,16859,2408
Mumbai,Varanasi,1498,bus,winter,9,4-star,moderate,mixed,7,2307,60051,7752,7132,69518,9931
Kolkata,Darjeeling,510,train,autumn,9,hostel,low,luxury,4,781,6301,18068,1882,24329,6082
Kolkata,Munnar,2512,car,winter,2,budget,moderate,luxury,2,23182,3798,4245,1649,32874,16437
Chennai,Andaman,1386,train,winter,7,budget,moderate,luxury,7,2618,10612,16476,5931,32073,4582
Lucknow,Rishikesh,1210,flight,monsoon,2,4-star,high,mixed,4,4300,9090,2104,3658,17237,4309
Hyderabad,Ladakh,2159,flight,autumn,3,3-star,low,mixed,1,7715,9799,2691,825,21030,21030
Kolkata,Agra,1324,flight,monsoon,12,budget,low,budget,4,5073,13235,5288,3144,24066,6017
Chandigarh,Andaman,2262,train,autumn,13,3-star,moderate,budget,2,2992,40166,5760,13183,62101,31051
Pune,Andaman,2293,car,autumn,13,hostel,moderate,budget,6,18424,7620,7439,10000,39134,6522
Lucknow,Jaisalmer,1237,car,winter,12,budget,low,mixed,7,12924,22820,12448,2934,46013,6573
Ahmedabad,Munnar,1421,train,autumn,3,4-star,low,mixed,5,2192,15861,3142,677,19685,3937
Chandigarh,Varanasi,1198,car,autumn,12,budget,moderate,budget,6,9825,16330,6593,9349,37888,6315
Chandigarh,Kerala,1560,bus,summer,4,4-star,moderate,luxury,5,2219,28053,9281,3989,39187,7837
Mumbai,Shimla,1869,train,monsoon,11,4-star,moderate,luxury,2,1956,42761,26348,10091,81157,40578
Chandigarh,Jaipur,961,train,monsoon,10,budget,high,budget,3,1003,9140,4947,21851,36942,12314
Lucknow,Ladakh,2131,bus,winter,4,4-star,moderate,mixed,2,3238,34855,4598,3654,46344,23172
Chandigarh,Rishikesh,1201,flight,autumn,2,budget,moderate,luxury,5,4238,2246,3838,1702,10822,2164
Chandigarh,Jaisalmer,1226,train,monsoon,14,3-star,moderate,budget,1,1325,26819,6313,12029,46486,46486
Chandigarh,Manali,1441,train,autumn,2,budget,moderate,mixed,6,1842,2240,1994,2033,7298,1216
Kolkata,Udaipur,1663,flight,summer,14,budget,moderate,luxury,5,7660,20430,30930,13338,65123,13025
Chandigarh,Rishikesh,1399,flight,monsoon,7,4-star,low,budget,4,3653,33108,4017,1495,38045,9511
Mumbai,Goa,659,bus,monsoon,5,budget,low,budget,3,451,4828,2317,1067,8664,2888
Lucknow,Munnar,1454,train,summer,4,budget,high,mixed,3,2137,5539,3679,9319,20674,6891
Bangalore,Goa,644,train,summer,10,hostel,moderate,luxury,1,1078,7609,20322,9714,38724,38724
Hyderabad,Ladakh,2162,car,summer,9,hostel,high,mixed,6,18261,6470,9991,19266,48590,8098
Chandigarh,Rishikesh,1230,flight,summer,14,budget,moderate,budget,5,5830,18168,7809,12926,40259,8052
Hyderabad,Shimla,1403,car,summer,6,hostel,low,luxury,1,10497,5090,12582,1358,29526,29526
Chandigarh,Darjeeling,1536,train,winter,13,3-star,low,budget,7,2835,46939,5742,2765,52453,7493
Lucknow,Jaisalmer,1302,car,autumn,14,hostel,moderate,budget,1,10339,10024,7822,11673,39858,39858
Delhi,Goa,1802,bus,monsoon,11,3-star,moderate,luxury,1,1493,27232,22254,9840,60819,60819
Pune,Agra,969,bus,autumn,12,3-star,high,luxury,5,1027,32301,26512,23350,74872,14974
Ahmedabad,Shimla,1309,train,summer,4,5-star,low,budget,6,2035,50541,2173,856,50045,8341
Pune,Agra,925,train,autumn,6,4-star,low,budget,2,1265,38857,2601,1575,44299,22149
Pune,Kerala,1522,car,autumn,12,budget,moderate,mixed,2,12065,15744,13096,11409,52313,26156
Lucknow,Shimla,1305,car,winter,13,budget,moderate,mixed,4,12951,21840,12282,11447,52669,13167
Chandigarh,Andaman,2209,bus,summer,5,4-star,moderate,mixed,3,2629,38838,4337,3985,49788,16596
Ahmedabad,Udaipur,1019,car,summer,5,5-star,moderate,luxury,7,7646,60616,11286,3992,75186,10741
Mumbai,Kerala,1357,bus,autumn,9,3-star,moderate,budget,4,1581,26622,4245,8269,36645,9161
Kolkata,Manali,1973,train,autumn,12,budget,moderate,mixed,1,2692,16759,10511,10857,40820,40820
Lucknow,Agra,1073,flight,autumn,5,4-star,high,luxury,3,4278,28848,11293,11389,55807,18602
Bangalore,Ooty,286,car,monsoon,2,5-star,moderate,luxury,1,1825,14960,4170,1897,22851,22851
Lucknow,Ooty,1300,flight,autumn,12,4-star,high,mixed,6,6340,66098,10267,21583,93860,15643
Chennai,Andaman,1440,car,winter,8,budget,high,budget,4,16013,12885,4281,16048,44304,11076
Chandigarh,Udaipur,1086,train,winter,3,budget,low,budget,5,2272,4779,1465,826,8408,1682
Chennai,Kerala,623,train,monsoon,6,3-star,high,luxury,7,628,13700,13739,10977,35140,5020
Delhi,Ooty,2569,flight,winter,4,5-star,high,budget,1,12216,62551,2033,8959,85759,85759
Bangalore,Kerala,528,flight,summer,12,budget,moderate,budget,1,3843,15548,6501,12354,38246,38246
Lucknow,Ooty,1264,bus,monsoon,7,5-star,low,luxury,7,928,66956,13586,1577,74742,10677
Bangalore,Kerala,628,car,winter,9,budget,moderate,budget,3,5599,15650,4202,8481,33932,11311
Hyderabad,Kerala,1426,bus,autumn,3,budget,moderate,luxury,3,1516,4208,7251,2726,15700,5233
Pune,Varanasi,1181,bus,monsoon,10,5-star,moderate,mixed,7,986,92581,10538,7945,100845,14406
Chennai,Jaipur,1850,flight,autumn,14,hostel,moderate,mixed,5,6676,8757,13776,13554,38486,7697
Ahmedabad,Darjeeling,1561,bus,summer,10,hostel,moderate,budget,3,1678,7969,5533,8023,23204,7735
Pune,Darjeeling,1450,train,summer,10,budget,moderate,budget,1,2341,15194,4262,7910,29707,29707
Hyderabad,Jaipur,907,train,autumn,11,3-star,low,budget,4,1052,35178,5195,2694,39706,9927
Chennai,Ooty,593,car,summer,3,4-star,high,luxury,6,4837,21826,7370,5437,35523,5921
Mumbai,Varanasi,1407,car,winter,5,5-star,moderate,budget,6,14390,69140,2375,4270,81158,13526
Lucknow,Rishikesh,1270,flight,autumn,3,hostel,moderate,luxury,4,6300,2073,7079,2866,16486,4122
Hyderabad,Goa,942,train,monsoon,14,3-star,moderate,budget,5,957,31698,6454,12471,46421,9284
Bangalore,Darjeeling,2184,flight,winter,3,5-star,high,budget,5,10737,42116,1719,6868,55295,11059
Pune,Kerala,1531,flight,summer,10,hostel,moderate,budget,4,6807,8452,5351,10245,27770,6942
Chandigarh,Munnar,1421,bus,monsoon,3,budget,high,mixed,5,1089,2705,2898,7089,12403,2481
Ahmedabad,Darjeeling,1585,bus,autumn,14,hostel,moderate,mixed,7,1462,8097,15631,11770,33263,4752
Bangalore,Munnar,462,train,autumn,12,hostel,high,budget,6,558,6877,5833,25534,34922,5820
Kolkata,Ooty,2109,flight,autumn,12,budget,low,mixed,5,8343,15040,12354,3129,34980,6996
Kolkata,Agra,1219,bus,monsoon,9,5-star,moderate,mixed,2,893,84560,7728,8648,101830,50915
Kolkata,Shimla,1740,car,winter,5,5-star,high,budget,1,14723,75287,2503,11781,104294,104294
Pune,Kerala,1487,bus,autumn,14,hostel,moderate,budget,4,1794,7512,6270,13899,26527,6632
Mumbai,Andaman,2442,car,winter,10,3-star,moderate,budget,5,21010,40077,5613,7746,67001,13400
Kolkata,Rishikesh,1699,train,summer,7,3-star,high,luxury,7,2801,23627,14419,16540,51648,7378
Hyderabad,Munnar,1546,train,monsoon,5,5-star,high,mixed,5,1559,41138,4265,9821,51104,10221
Kolkata,Rishikesh,1609,train,monsoon,10,3-star,low,luxury,4,1825,21556,19731,2159,40744,10186
Bangalore,Ladakh,3146,flight,summer,4,5-star,low,budget,4,15731,59199,1792,1044,69990,17497
Ahmedabad,Goa,1028,train,summer,8,3-star,low,budget,7,1538,32016,4447,1694,35726,5104
Kolkata,Kerala,2563,bus,monsoon,5,4-star,high,mixed,5,2325,21997,4757,10962,36037,7207
Chennai,Shimla,2795,flight,autumn,11,5-star,moderate,luxury,3,12087,123716,24686,11044,171533,57178
Mumbai,Jaipur,1187,flight,summer,7,3-star,high,luxury,4,6369,22872,13785,12857,50293,12573
Bangalore,Udaipur,1629,car,winter,11,hostel,moderate,budget,3,14550,8138,5706,10514,38907,12969
Delhi,Varanasi,729,flight,monsoon,11,3-star,low,budget,1,2903,28064,4913,2782,38662,38662
Bangalore,Agra,1849,bus,monsoon,9,hostel,low,mixed,7,1531,4213,10282,1921,16153,2308
Delhi,Jaisalmer,885,bus,winter,7,budget,high,mixed,2,1349,10017,6186,14938,32489,16245
Lucknow,Goa,987,flight,summer,2,budget,high,budget,2,6139,2606,1026,3949,13720,6860
Chennai,Kerala,792,flight,autumn,5,5-star,moderate,luxury,3,3141,59341,11903,4137,78522,26174
Chandigarh,Rishikesh,1395,train,monsoon,4,hostel,moderate,luxury,7,1434,1992,7670,3941,13532,1933
Chandigarh,Rishikesh,1207,car,summer,6,3-star,high,luxury,1,9149,21553,14204,11955,56860,56860
Kolkata,Andaman,1475,flight,summer,4,5-star,high,mixed,4,6929,48275,3736,7473,59772,14943
Chandigarh,Andaman,2204,bus,summer,12,3-star,moderate,budget,1,2544,44439,6424,10068,63474,63474
Kolkata,Rishikesh,1582,car,summer,14,4-star,high,mixed,6,11822,104344,15792,32430,147949,24658
Chennai,Manali,2745,flight,summer,14,3-star,low,mixed,5,12055,42027,13084,3674,63756,12751
Mumbai,Manali,1952,bus,summer,10,5-star,moderate,mixed,5,2744,137012,9134,7707,140937,28187
Pune,Manali,1512,car,summer,9,budget,moderate,mixed,7,13797,12181,9917,9106,40502,5786
Kolkata,Ooty,2140,flight,autumn,10,5-star,moderate,luxury,5,9650,98819,21932,8860,125335,25067
Kolkata,Ladakh,2499,train,winter,4,3-star,moderate,budget,7,4974,17694,1858,3215,24966,3567
Kolkata,Rishikesh,1538,car,autumn,2,5-star,moderate,mixed,3,11818,22638,1920,1576,37952,12651
Delhi,Andaman,2909,train,winter,10,budget,low,luxury,1,5543,18441,20818,2615,47417,47417
Bangalore,Varanasi,1847,car,winter,7,budget,moderate,luxury,4,18077,11593,17008,5912,47331,11833
Lucknow,Darjeeling,1580,car,summer,14,budget,moderate,mixed,2,13996,21111,14915,11360,61382,30691
Ahmedabad,Varanasi,1004,car,summer,11,3-star,high,luxury,4,7666,34651,24827,20949,79284,19821
Lucknow,Goa,1071,car,autumn,10,4-star,moderate,budget,4,7294,59441,5249,10081,73858,18464
Bangalore,Goa,496,train,winter,2,4-star,low,luxury,7,768,16001,4284,481,19380,2769
Delhi,Rishikesh,190,flight,winter,3,budget,high,budget,4,2923,5329,1276,6464,14393,3598
Ahmedabad,Varanasi,1006,bus,monsoon,13,4-star,high,budget,2,700,64981,6785,26466,98931,49465
Hyderabad,Andaman,2196,train,summer,9,hostel,moderate,luxury,1,3276,6563,19034,8640,37513,37513
Chandigarh,Manali,1536,flight,monsoon,10,hostel,high,mixed,1,4877,5514,8561,23199,42151,42151
Kolkata,Andaman,1455,train,autumn,12,5-star,high,mixed,5,1751,136755,11025,26872,158763,31753
Pune,Udaipur,1029,car,winter,13,4-star,high,budget,6,9492,97111,6315,29523,128196,21366
Ahmedabad,Ooty,1301,train,autumn,7,3-star,moderate,luxury,7,1921,22212,17303,6448,43095,6156
Mumbai,Darjeeling,2049,bus,winter,8,budget,moderate,luxury,7,2626,14726,18377,6598,38094,5442
Lucknow,Kerala,1434,car,autumn,6,hostel,moderate,luxury,4,9543,3425,14618,4843,29186,7296
Bangalore,Ooty,272,bus,monsoon,6,budget,high,luxury,2,223,5494,14595,11397,31708,15854
Kolkata,Manali,1851,train,winter,9,5-star,low,mixed,4,2939,148711,7932,2215,145617,36404
Mumbai,Ooty,1219,car,winter,3,5-star,moderate,mixed,6,12171,43366,3320,2899,55579,9263
Pune,Shimla,1480,flight,winter,5,budget,high,budget,2,7878,9633,2614,9889,30014,15007
Mumbai,Goa,499,train,winter,13,3-star,low,mixed,6,865,52096,11656,3103,60948,10158
Chennai,Agra,1853,bus,autumn,8,5-star,moderate,luxury,2,1903,100411,18423,6373,127109,63554
Ahmedabad,Goa,1093,bus,monsoon,9,5-star,moderate,mixed,1,872,80456,9008,7016,97352,97352
Pune,Goa,1071,car,monsoon,13,4-star,moderate,mixed,6,5482,62288,12830,10579,82061,13677
Pune,Agra,909,flight,monsoon,6,budget,low,luxury,1,3258,5388,14847,1303,24797,24797
Mumbai,Jaisalmer,964,car,winter,3,3-star,low,budget,2,8993,12833,1540,696,24063,12031
Delhi,Rishikesh,295,bus,winter,12,4-star,low,luxury,4,443,79430,22609,2479,94465,23616
Kolkata,Kerala,2400,flight,winter,7,5-star,high,luxury,2,11879,112537,16628,15752,156797,78398
Pune,Agra,947,train,monsoon,10,3-star,moderate,luxury,3,1009,25172,18794,9795,54770,18257
Mumbai,Jaisalmer,843,train,summer,2,3-star,moderate,luxury,2,1537,6102,4538,1946,14122,7061
Delhi,Goa,1892,flight,monsoon,10,budget,high,budget,3,6161,9919,5282,22278,43641,14547
Lucknow,Manali,1543,train,winter,9,budget,high,mixed,4,3148,15695,10287,17458,41929,10482
Chandigarh,Jaipur,926,bus,winter,6,4-star,low,mixed,3,1223,48796,5888,1594,57501,19167
Ahmedabad,Shimla,1300,bus,autumn,13,4-star,low,luxury,6,1449,83980,28546,2754,105056,17509
Lucknow,Ooty,1378,bus,monsoon,4,5-star,low,mixed,5,1059,32531,4557,892,35135,7027
Pune,Jaisalmer,1277,train,autumn,12,3-star,low,mixed,6,1923,40172,10986,3081,50546,8424
Delhi,Ladakh,1067,train,monsoon,6,3-star,moderate,mixed,7,1183,12129,5384,5490,21768,3110
Kolkata,Udaipur,1747,train,winter,4,5-star,high,budget,3,2879,61665,1833,8093,74470,24823
Kolkata,Jaipur,1491,bus,winter,13,hostel,low,luxury,7,1810,11274,26118,3448,38385,5484
Chennai,Jaipur,1871,flight,summer,12,5-star,low,budget,5,9227,158071,6799,2815,159220,31844
Mumbai,Manali,1902,train,monsoon,4,3-star,moderate,budget,7,2156,9883,1816,3194,15344,2192
Chennai,Ooty,541,car,summer,5,4-star,high,luxury,6,5200,29861,11596,9835,50843,8474
Chennai,Munnar,493,flight,monsoon,6,5-star,moderate,mixed,4,3660,45091,5568,5348,53700,13425
Chennai,Ooty,628,train,summer,11,hostel,low,budget,3,1002,9012,5815,2332,18161,6054
Pune,Jaisalmer,1329,flight,autumn,11,5-star,moderate,budget,7,6383,143305,4767,10546,148500,21214
Hyderabad,Agra,952,car,autumn,5,4-star,high,mixed,2,7075,29470,5041,10429,52016,26008
Ahmedabad,Varanasi,1177,bus,monsoon,11,3-star,low,luxury,4,986,26651,26916,2555,51397,12849
Bangalore,Rishikesh,2363,train,winter,7,4-star,high,luxury,2,4068,46318,16003,13891,80279,40140
Chennai,Kerala,670,train,monsoon,12,3-star,low,luxury,2,800,25142,28151,2638,56730,28365
Delhi,Jaisalmer,712,car,autumn,13,3-star,low,mixed,6,5272,33861,11966,3385,49036,8173
Hyderabad,Udaipur,1110,car,autumn,9,5-star,high,mixed,1,8368,88454,8366,18898,124086,124086
Hyderabad,Kerala,1418,bus,autumn,9,3-star,moderate,luxury,5,1309,24188,16845,7060,44462,8892
Chandigarh,Andaman,2296,car,autumn,9,3-star,high,luxury,2,16312,29072,19739,21014,86137,43068
Lucknow,Jaipur,978,train,winter,11,3-star,moderate,budget,6,2044,48300,5723,11063,60417,10069
Delhi,Andaman,2948,train,monsoon,13,3-star,low,budget,6,2615,26388,6351,3446,34920,5820
Delhi,Jaipur,182,bus,winter,12,3-star,moderate,mixed,5,280,43578,12899,9836,59933,11987
